College_Name,Zone ,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
"Dr. M.G.R. Educational and Research Institute, Chennai ",Southern ,Tamil nadu,Pharmacy,"90,000","2,00,000",7.4,7.6,7.4,7.1,7.8,6.8,7.5
"Jaya College of Paramedical Sciences, College of ",Southern ,Tamil nadu,Pharmacy,0,0,5,6.5,1,6,5.5,5,6
"Alagappa University, Karaikudi ",Southern ,Tamil nadu,Pharmacy,"10,500",0,8.5,8.9,7.9,8.9,8.4,8.2,8.4
"Annai Veilankanni Pharmacy College, Saidapet ",Southern ,Tamil nadu,Pharmacy,"28,000",0,8.2,0,0,0,0,0,0
Bharath University ,Southern ,Tamil nadu,Pharmacy,"40,000","1,20,000",7.6,7.9,7.1,8.1,7.6,7.8,7
Vinayaka Missions University ,Southern ,Tamil nadu,Pharmacy,"50,500","51,000",8,8.2,7.2,8.7,7.6,7.8,8.4
"University VOC College of Engineering, Anna University ",Southern ,Tamil nadu,Pharmacy,0,0,4,4,2,7,4,3,4
"Jaya Group of Institutions, Chennai ",Southern ,Tamil nadu,Pharmacy,0,0,0,0,0,0,0,0,0
"Excel Group of Institutions, Namakkal ",Southern ,Tamil nadu,Pharmacy,0,0,6.5,6.5,6.3,6.5,7.3,5.3,7.3
"Aadhi Bhagawan College of Pharmacy, Tiruvannamalai ",Southern ,Tamil nadu,Pharmacy,0,0,8.4,0,0,0,0,0,0
Tamil Nadu Dr Ambedkar Law University ,Southern ,Tamil nadu,Law,"38,200","69,620",7.8,8.1,6.6,8.3,8.5,7.2,8
"Saveetha School of Law, Chennai ",Southern ,Tamil nadu,Law,"1,75,000","2,40,000",8.2,8.2,7.6,8.5,8.2,8,8.4
Vellore Institute of Technology ,Southern ,Tamil nadu,Law,"43,000",0,8.3,8.3,8,7.8,8.9,8.5,8.5
SRM Institute of Technology ,Southern ,Tamil nadu,Law,"2,10,000","8,000",8,8,7.1,7.6,8.7,8.2,8.6
Annamalai University ,Southern ,Tamil nadu,Law,"25,010",0,7.4,8.1,6.7,8,7.9,6.5,7.2
"SASTRA University, Thanjavur ",Southern ,Tamil nadu,Law,"1,37,000","1,37,000",8.1,8.5,7,8.2,8.3,8.7,8.1
Dr. N.G.P. Arts and Science College ,Southern ,Tamil nadu,Law,0,0,7.6,7.8,7.1,7.5,8.4,7.7,7
Karunya Institute of Technology and Sciences ,Southern ,Tamil nadu,Law,"41,000",0,7.9,7.9,7.9,7.9,8.5,7.5,7.4
"Vels Institute of Science, Technology & Advanced ",Southern ,Tamil nadu,Law,"1,13,800","1,63,800",8.1,8.4,7.5,8.4,8.1,7.8,8.3
Ponnaiyah Ramajayam Institute of Science and Technology ,Southern ,Tamil nadu,Law,0,0,6.5,6.8,6.4,6.9,7,5.4,6.3
Hindustan Institute of Technology and Science ,Southern ,Tamil nadu,Law,"40,000","2,22,500",7.6,7.8,6.9,7.8,7.9,6.9,8
B.S. Abdur Rahman Crescent Institute of Science ,Southern ,Tamil nadu,Law,"1,45,000",0,8.2,8.4,7.8,8.3,8.7,7.7,8.2
"Dr. M.G.R. Educational and Research Institute, Chennai ",Southern ,Tamil nadu,Law,"1,50,000",0,7.4,7.6,7.4,7.1,7.8,6.8,7.5
"Alagappa University, Karaikudi ",Southern ,Tamil nadu,Law,"2,500",0,8.5,8.9,7.9,8.9,8.4,8.2,8.4
Vellore Institute of Technology ,Southern ,Tamil nadu,Law,"87,000","1,64,000",8.5,8.7,8,8.2,8.8,8.8,8.4
Bharath University ,Southern ,Tamil nadu,Law,0,0,7.6,7.9,7.1,8.1,7.6,7.8,7
Academy of Maritime Education and Training University ,Southern ,Tamil nadu,Law,0,0,7.3,7.5,7,8,7.1,7,7.1
Vel Tech Dr. RR & Dr. SR ,Southern ,Tamil nadu,Law,"65,000",0,8.1,8.2,8.5,8,8.1,7.8,7.8
"Alagappa College of Technology, Anna University ",Southern ,Tamil nadu,Law,0,0,8.4,8.7,7.3,8.8,8.6,8.3,8.6
Indian Institute of Knowledge Management ,Southern ,Tamil nadu,Law,"75,500",0,7.8,8.3,8,9,8.5,5.8,7
Indian School of Business Management and Administration ,Southern ,Tamil nadu,Law,0,0,0,0,0,0,0,0,0
"AVVM Sri Pushpam College, Thanjavur ",Southern ,Tamil nadu,Law,0,0,8.4,8.3,8.3,8.7,8.3,8.3,8.7
Chevalier T.Thomas Elizabeth College For Women ,Southern ,Tamil nadu,Law,0,0,8.5,9.8,6,8.6,9.3,8.5,8.9
"Nadar Saraswathi College of Arts and Science, ",Southern ,Tamil nadu,Law,0,0,9.1,9.6,8.8,9,9.6,8.8,8.8
"Government Law College, Madurai ",Southern ,Tamil nadu,Law,"1,255","1,845",7.2,8,6.5,7,6.5,7.3,8
"Government Law College, Coimbatore ",Southern ,Tamil nadu,Law,"1,255","1,845",8.6,9.4,8.4,8.7,9,8.1,8.1
"Government Law College, Tiruchirappalli ",Southern ,Tamil nadu,Law,"1,459","1,999",9.2,9,9,0,0,0,0
"The Tamil Nadu Dr. Ambedkar Law University, ",Southern ,Tamil nadu,Law,"38,200","69,620",8.2,8.8,7.7,8.6,7.8,7.7,8.4
"Periyar University, Salem ",Southern ,Tamil nadu,Law,0,0,8,8.6,7,8.3,8,7.9,8.4
Indian Institute of Technology ,Southern ,Telangana,Engineering,"2,22,995","5,00,895",8.5,8.7,8,8.7,8.5,8.3,8.6
National Institute of Technology ,Southern ,Telangana,Engineering,"1,30,000","75,000",8.4,8.6,7.9,8.2,8.5,8.6,8.4
International Institute of Information Technology ,Southern ,Telangana,Engineering,"3,00,000","1,50,000",8.3,9,8.2,8.5,7.8,9.2,6.9
Jawaharlal Nehru Technological University ,Southern ,Telangana,Engineering,"12,500","18,000",8,8.3,7.7,7.8,8.3,7.6,8.3
"University College of Engineering, Osmania University ",Southern ,Telangana,Engineering,"27,770","39,770",8.6,9,8.5,8.5,8.6,8.4,8.4
Chaitanya Bharathi Institute of Technology ,Southern ,Telangana,Engineering,"1,34,000","1,51,600",8.2,8.5,7.1,8.4,8.3,8.6,8.5
Vallurupalli Nageswara Rao Vignana Jyothi Institute of ,Southern ,Telangana,Engineering,"1,31,000","1,41,700",8.4,8.4,8.1,8.2,8.5,8.4,8.5
"CVR College of Engineering, Ibrahimpatnam, Rangareddi ",Southern ,Telangana,Engineering,"1,21,650","72,500",8.3,8.6,8.1,8.5,8.2,8.6,7.7
Institute of Aeronautical Engineering ,Southern ,Telangana,Engineering,"90,000","70,000",8.3,8.4,8.5,8.2,8.5,8,8.2
BV Raju Institute of Technology ,Southern ,Telangana,Engineering,"1,20,000","70,000",8.5,8.6,8.2,8.3,8.9,8.4,8.7
Vardhaman College of Engineering ,Southern ,Telangana,Engineering,"1,25,000","57,000",8.1,8.2,8.2,8.2,8.5,8.1,7.6
"Anurag University, Hyderabad ",Southern ,Telangana,Engineering,"1,35,500","66,500",8.3,8.5,7.5,8.2,8.9,8,8.4
Vasavi College of Engineering ,Southern ,Telangana,Engineering,"1,30,000","1,00,000",8,8.6,6.7,8.3,8,8.8,7.5
Gokaraju Rangaraju Institute of Engineering and Technology ,Southern ,Telangana,Engineering,"1,22,000","75,000",8,8.3,7.3,7.9,8.5,8.1,7.6
Kakatiya Institute of Technology & Science ,Southern ,Telangana,Engineering,"1,25,960","74,550",8.2,8.3,7.9,8.4,8.3,7.9,8.4
K L University ,Southern ,Telangana,Engineering,"2,65,000","1,20,000",7.9,7.9,7.4,8.1,8.2,7.6,8.1
Birla Institute of Technology and Science ,Southern ,Telangana,Engineering,"4,23,475","4,69,475",9,9,8.4,8.8,9.4,9.1,9.4
Mahatma Gandhi Institute of Technology ,Southern ,Telangana,Engineering,"1,08,000",0,7.8,8.1,7.2,8.1,8.1,7.3,7.8
Malla Reddy Engineering College ,Southern ,Telangana,Engineering,"1,03,000","57,000",7.4,7.7,7.1,7.4,7.8,7.1,7.5
Malla Reddy College of Engineering ,Southern ,Telangana,Engineering,"72,000",0,7,7.5,7.2,7,6.8,6.5,7.2
Indian Institute of Chemical Technology ,Southern ,Telangana,Engineering,0,0,7.7,7,7,8.3,8,7.7,7.9
Sreenidhi Institute of Science and Technology ,Southern ,Telangana,Engineering,"5,20,000","2,10,000",7.6,7.8,6.9,7.5,7.8,7.7,7.6
"Mahindra University, Hyderabad ",Southern ,Telangana,Engineering,"4,70,000","70,000",8.8,9.1,8.6,9,9.1,7.8,8.9
"St Martin's Engineering College, Secunderabad ",Southern ,Telangana,Engineering,"80,000",0,7.7,7.9,6.8,7.8,7.9,7.7,8.2
MLR Institute of Technology ,Southern ,Telangana,Engineering,"96,000","57,000",8.3,8.3,8.4,8.1,8.8,8,8.4
Keshav Memorial Institute of Technology ,Southern ,Telangana,Engineering,"1,11,500",0,8.2,8.7,6.7,8.6,8.1,9,8.3
Vaagdevi College of Engineering ,Southern ,Telangana,Engineering,"86,000",0,7.8,8,7.4,8,8,7.5,8
CMR Engineering College ,Southern ,Telangana,Engineering,"75,000","57,000",8.8,8.9,8.4,8.7,9.2,9,8.4
"Matrusri Engineering College, Hyderabad ",Southern ,Telangana,Engineering,"90,000",0,7,7.6,5.7,7.2,7.6,7,6.7
Indian School of Business ,Southern ,Telangana,Management,"10,20,000","47,00,000",9.3,8.9,9.4,9.6,9.6,9.3,9.2
ICFAI Foundation for Higher Education ,Southern ,Telangana,Management,"2,50,000","7,00,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9
ICFAI Business School ,Southern ,Telangana,Management,"7,10,000","2,60,000",8.2,8.2,8,8.1,8.5,7.8,8.7
Narsee Monjee Institute of Management Studies ,Southern ,Telangana,Management,"2,52,000","8,27,000",8.8,8.9,8.4,9.2,8.9,8.5,8.9
Institute of Management Technology ,Southern ,Telangana,Management,"6,03,000","5,00,000",8.6,8.6,8.6,8.7,8.8,8.4,8.5
Woxsen School of Business ,Southern ,Telangana,Management,"3,05,000","6,95,000",8.3,8.1,8.1,8.6,8.4,8.2,8.3
National Institute of Agricultural Extension Management ,Southern ,Telangana,Management,"8,25,000","7,000",8.6,8.8,7.8,8.9,8.4,9,8.7
Institute of Public Enterprise ,Southern ,Telangana,Management,"4,55,000","3,80,000",8.3,8.1,7.6,8.9,9,7.8,8.3
Birla Institute of Technology and Science ,Southern ,Telangana,Management,"1,10,125",0,9,9,8.4,8.8,9.4,9.1,9.4
Symbiosis Institute of Business Management ,Southern ,Telangana,Management,"6,80,000",0,8.5,8.3,8.3,8.6,8.9,8.6,8.3
"Aurora's Business School Panjagutta, Hyderabad ",Southern ,Telangana,Management,"2,70,000",0,6.6,6.4,6.2,7.2,6.5,6.7,6.8
Dhruva College of Management ,Southern ,Telangana,Management,"6,55,000",0,9,9.1,9.4,8.9,9.7,8.4,8.4
ICBM School of Business Excellence ,Southern ,Telangana,Management,"5,76,000",0,7.9,8,7.4,8.4,7.7,8.1,7.6
Vignana Jyothi Institute of Management ,Southern ,Telangana,Management,"4,50,000","7,50,000",8.4,8.5,7.9,8.7,8.6,8.3,8.5
CMR College of Engineering & Technology ,Southern ,Telangana,Management,"50,000",0,8.2,8.5,8,8.1,8.6,8.3,7.9
"Aristotle Post Graduate College, Hyderabad ",Southern ,Telangana,Management,"40,000",0,8,8.2,7.6,9,7.6,7.6,8
"St Joseph's Degree and PG College, Hyderabad ",Southern ,Telangana,Management,"54,000",0,7.8,8.2,6.4,8.4,7.5,8,8.1
Chaitanya Bharathi Institute of Technology ,Southern ,Telangana,Management,"43,000",0,8.2,8.5,7.1,8.4,8.3,8.6,8.5
"ITM Business School, Warangal ",Southern ,Telangana,Management,"2,70,000",0,7.4,7.2,7.1,7.6,6.9,7.9,7.5
"Amjad Ali Khan College of Business Administration, ",Southern ,Telangana,Management,"27,000",0,8.4,8.9,7.6,9.1,8.4,7.9,8.6
Siva Sivani Institute of Management ,Southern ,Telangana,Management,"6,60,000","6,22,038",7.4,7.6,7.2,7.6,7.3,7.3,7.5
K L University ,Southern ,Telangana,Management,"2,85,000","1,85,000",7.9,7.9,7.4,8.1,8.2,7.6,8.1
Symbiosis International University ,Southern ,Telangana,Management,"6,80,000",0,8.9,9,8.7,9,8.9,9,8.8
National Institute of Rural Development and Panchayati ,Southern ,Telangana,Management,"10,500",0,8.5,8.8,8.3,8.5,8.3,8.6,8.2
National Institute of Construction Management and Research ,Southern ,Telangana,Management,"10,59,100",0,7.5,7.2,7.1,7.5,7.2,8.1,7.6
Vishwa Vishwani Institute of Systems and Management ,Southern ,Telangana,Management,"3,70,000","3,70,000",7.7,7.5,7.1,8,7.9,7.9,7.8
Institute of Insurance and Risk Management ,Southern ,Telangana,Management,"3,20,000","2,70,000",8.1,7.9,7.7,8.4,8,8.2,8.3
Indian Institute of Management and Commerce ,Southern ,Telangana,Management,"52,500",0,7.7,8.3,5.3,8.6,7.5,8.1,8.3
Hyderabad School of Business ,Southern ,Telangana,Management,"63,000","1,13,300",7.7,8,7.3,8.3,7.7,7.4,7.5
Pendekanti Institute of Management ,Southern ,Telangana,Management,"92,000",0,8,8.4,6,8.5,8.4,7.8,8.8
"Nizam College, Hyderabad ",Southern ,Telangana,Science,"15,600",0,8.2,8.3,7.5,8.6,8.3,7.6,8.7
"Loyola Academy Degree and PG College, Secunderabad ",Southern ,Telangana,Science,"36,240","40,400",8.1,8.5,7.2,8.4,8.5,7.7,8.4
"St Ann's College for Women, Hyderabad ",Southern ,Telangana,Science,"17,155","27,055",8.1,8.6,6.9,8.7,8.5,7.7,8.4
"St Joseph's Degree and PG College, Hyderabad ",Southern ,Telangana,Science,0,0,7.8,8.2,6.4,8.4,7.5,8,8.1
"St Francis College for Women, Hyderabad ",Southern ,Telangana,Science,"10,000","35,580",8.5,8.9,7.2,8.5,8.9,8.6,9
Indian Institute of Technology ,Southern ,Telangana,Science,"31,395","25,095",8.5,8.7,8,8.7,8.5,8.3,8.6
University of Hyderabad ,Southern ,Telangana,Science,"10,710","10,710",8.4,8.7,7.6,8.5,9,7.5,8.8
National Institute of Pharmaceutical Education and Research ,Southern ,Telangana,Science,"95,500",0,8.4,8.6,8,8.7,8,8.4,8.4
National Institute of Technology ,Southern ,Telangana,Science,"20,000","47,000",8.4,8.6,7.9,8.2,8.5,8.6,8.4
ICFAI Foundation for Higher Education ,Southern ,Telangana,Science,"1,30,000","90,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9
International Institute of Information Technology ,Southern ,Telangana,Science,"1,50,000","1,50,000",8.3,9,8.2,8.5,7.8,9.2,6.9
Jawaharlal Nehru Technological University ,Southern ,Telangana,Science,"20,000","20,000",8,8.3,7.7,7.8,8.3,7.6,8.3
ICFAI Business School ,Southern ,Telangana,Science,"1,60,000","35,000",8.2,8.2,8,8.1,8.5,7.8,8.7
Kasturba Gandhi Degree and PG College for ,Southern ,Telangana,Science,"92,000",0,8,8.1,7,8.3,8.6,7.1,8.8
Narsee Monjee Institute of Management Studies ,Southern ,Telangana,Science,"1,16,500",0,8.8,8.9,8.4,9.2,8.9,8.5,8.9
A.V. College of Arts Science and Commerce ,Southern ,Telangana,Science,"22,605","12,640",8,8.1,6.3,8.1,8.7,7.8,8.9
Osmania University College for Women ,Southern ,Telangana,Science,"7,640","35,560",8.2,8,8.4,8.7,8.5,6.5,9
Indian Institute of Management and Commerce ,Southern ,Telangana,Science,"37,500",0,7.7,8.3,5.3,8.6,7.5,8.1,8.3
Osmania University ,Southern ,Telangana,Science,"2,260",0,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Southern ,Telangana,Science,"3,010","11,840",7.2,7.4,6.8,7.6,7.2,6.8,7.4
Directorate of Sorghum Research ,Southern ,Telangana,Science,0,0,0,0,0,0,0,0,0
Siva Sivani Institute of Management ,Southern ,Telangana,Science,0,0,7.4,7.6,7.2,7.6,7.3,7.3,7.5
"Anurag University, Hyderabad ",Southern ,Telangana,Science,"54,000",0,8.3,8.5,7.5,8.2,8.9,8,8.4
Centre for Cellular and Molecular Biology ,Southern ,Telangana,Science,0,0,8.4,0,0,8.7,0,8.2,8.3
Dr. B.R. Ambedkar Open University ,Southern ,Telangana,Science,"12,600","1,000",6.7,7.3,5.6,7.8,7.2,5.5,6.8
K L University ,Southern ,Telangana,Science,0,0,7.9,7.9,7.4,8.1,8.2,7.6,8.1
"Gandhi Medical College, Secunderabad ",Southern ,Telangana,Science,0,0,7.3,7.9,7.6,7.7,7,6.9,6.7
Maulana Azad National Urdu University ,Southern ,Telangana,Science,"4,700","9,000",7.8,7,8.3,8.1,8.6,7.1,7.9
Sarojini Naidu Vanita Mahavidyalaya ,Southern ,Telangana,Science,"12,200","25,975",9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women's College ,Southern ,Telangana,Science,"22,780",0,8.2,7.8,7.6,8.6,8.3,7.9,8.7
"Loyola Academy Degree and PG College, Secunderabad ",Southern ,Telangana,Commerce,"40,400",0,8.1,8.5,7.2,8.4,8.5,7.7,8.4
"St Ann's College for Women, Hyderabad ",Southern ,Telangana,Commerce,"11,955","12,080",8.1,8.6,6.9,8.7,8.5,7.7,8.4
Osmania University College for Women ,Southern ,Telangana,Commerce,"26,155","22,730",8.2,8,8.4,8.7,8.5,6.5,9
Badruka College of Commerce and Arts ,Southern ,Telangana,Commerce,"32,000",0,8.7,8.9,8.3,8.8,8.6,8.7,8.8
"St Joseph's Degree and PG College, Hyderabad ",Southern ,Telangana,Commerce,0,0,7.8,8.2,6.4,8.4,7.5,8,8.1
Indian Institute of Management and Commerce ,Southern ,Telangana,Commerce,"47,500",0,7.7,8.3,5.3,8.6,7.5,8.1,8.3
University of Hyderabad ,Southern ,Telangana,Commerce,"11,210",0,8.4,8.7,7.6,8.5,9,7.5,8.8
ICFAI Foundation for Higher Education ,Southern ,Telangana,Commerce,"35,000","47,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9
ICFAI Business School ,Southern ,Telangana,Commerce,"35,000","65,000",8.2,8.2,8,8.1,8.5,7.8,8.7
"ICFAI Law School, Hyderabad ",Southern ,Telangana,Commerce,"12,000",0,8.4,8.5,8,8.7,8.5,8.1,8.4
Kasturba Gandhi Degree and PG College for ,Southern ,Telangana,Commerce,"22,000","12,080",8,8.1,7,8.3,8.6,7.1,8.8
Narsee Monjee Institute of Management Studies ,Southern ,Telangana,Commerce,"1,02,000",0,8.8,8.9,8.4,9.2,8.9,8.5,8.9
"Nizam College, Hyderabad ",Southern ,Telangana,Commerce,"15,600",0,8.2,8.3,7.5,8.6,8.3,7.6,8.7
A.V. College of Arts Science and Commerce ,Southern ,Telangana,Commerce,"22,605","12,080",8,8.1,6.3,8.1,8.7,7.8,8.9
Woxsen School of Business ,Southern ,Telangana,Commerce,"2,50,000",0,8.3,8.1,8.1,8.6,8.4,8.2,8.3
Osmania University ,Southern ,Telangana,Commerce,0,0,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Southern ,Telangana,Commerce,"28,960","7,900",7.2,7.4,6.8,7.6,7.2,6.8,7.4
"St Francis College for Women, Hyderabad ",Southern ,Telangana,Commerce,"10,000","12,080",8.5,8.9,7.2,8.5,8.9,8.6,9
Dr. B.R. Ambedkar Open University ,Southern ,Telangana,Commerce,"2,000","5,000",6.7,7.3,5.6,7.8,7.2,5.5,6.8
K L University ,Southern ,Telangana,Commerce,"2,05,000","1,40,000",7.9,7.9,7.4,8.1,8.2,7.6,8.1
Maulana Azad National Urdu University ,Southern ,Telangana,Commerce,"9,000","8,400",7.8,7,8.3,8.1,8.6,7.1,7.9
Sarojini Naidu Vanita Mahavidyalaya ,Southern ,Telangana,Commerce,"7,800","11,000",9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women's College ,Southern ,Telangana,Commerce,"30,180",0,8.2,7.8,7.6,8.6,8.3,7.9,8.7
Birla Institute of Technology and Science ,Southern ,Telangana,Commerce,"78,625",0,9,9,8.4,8.8,9.4,9.1,9.4
Hyderabad School of Business ,Southern ,Telangana,Commerce,"25,000",0,7.7,8,7.3,8.3,7.7,7.4,7.5
"Avanthi Degree & P.G. College, Hyderabad ",Southern ,Telangana,Commerce,0,0,7.7,8,6.2,8.6,7.3,7.8,8.2
London Management Academy ,Southern ,Telangana,Commerce,"60,000",0,7.4,7.1,6.9,7.5,7.3,7.9,7.6
Indian School of Business Management and Administration ,Southern ,Telangana,Commerce,"14,900","20,900",6.9,7.1,6.8,6.8,7.1,6.8,6.7
"SR University, Warangal ",Southern ,Telangana,Commerce,"95,000",0,7.8,8.1,7.2,8.3,7.9,7.7,7.8
Kasturba Gandhi Degree and PG College for ,Southern ,Telangana,Arts,"31,100",0,8,8.1,7,8.3,8.6,7.1,8.8
"Nizam College, Hyderabad ",Southern ,Telangana,Arts,"4,600",0,8.2,8.3,7.5,8.6,8.3,7.6,8.7
A.V. College of Arts Science and Commerce ,Southern ,Telangana,Arts,"17,095","5,190",8,8.1,6.3,8.1,8.7,7.8,8.9
Osmania University College for Women ,Southern ,Telangana,Arts,"5,800","2,260",8.2,8,8.4,8.7,8.5,6.5,9
"Loyola Academy Degree and PG College, Secunderabad ",Southern ,Telangana,Arts,"47,000",0,8.1,8.5,7.2,8.4,8.5,7.7,8.4
"St Ann's College for Women, Hyderabad ",Southern ,Telangana,Arts,"9,205",0,8.1,8.6,6.9,8.7,8.5,7.7,8.4
"St Francis College for Women, Hyderabad ",Southern ,Telangana,Arts,"10,000","7,360",8.5,8.9,7.2,8.5,8.9,8.6,9
Sarojini Naidu Vanita Mahavidyalaya ,Southern ,Telangana,Arts,"5,050","7,200",9.4,9.8,9.8,8.5,9.5,9,9.5
Raja Bahadur Venkat Rama Reddy Women's College ,Southern ,Telangana,Arts,"21,980",0,8.2,7.8,7.6,8.6,8.3,7.9,8.7
Indian Institute of Technology ,Southern ,Telangana,Arts,"35,200","31,395",8.5,8.7,8,8.7,8.5,8.3,8.6
University of Hyderabad ,Southern ,Telangana,Arts,"7,220","7,220",8.4,8.7,7.6,8.5,9,7.5,8.8
National Institute of Technology ,Southern ,Telangana,Arts,"47,000",0,8.4,8.6,7.9,8.2,8.5,8.6,8.4
ICFAI Foundation for Higher Education ,Southern ,Telangana,Arts,"1,20,000","1,20,000",8.2,8.3,7.5,8.1,8.6,7.8,8.9
International Institute of Information Technology ,Southern ,Telangana,Arts,0,0,8.3,9,8.2,8.5,7.8,9.2,6.9
Jawaharlal Nehru Technological University ,Southern ,Telangana,Arts,"20,000",0,8,8.3,7.7,7.8,8.3,7.6,8.3
ICFAI Business School ,Southern ,Telangana,Arts,"1,60,000","1,30,000",8.2,8.2,8,8.1,8.5,7.8,8.7
Jawaharlal Nehru Architecture and Fine Arts University ,Southern ,Telangana,Arts,"20,000","25,000",6.5,7.9,4.7,7.1,7.1,6,6.4
Osmania University ,Southern ,Telangana,Arts,"3,240",0,7.9,8.3,7.5,8,8,7.7,7.9
Kakatiya University ,Southern ,Telangana,Arts,"18,010","7,340",7.2,7.4,6.8,7.6,7.2,6.8,7.4
Directorate of Sorghum Research ,Southern ,Telangana,Arts,0,0,0,0,0,0,0,0,0
"St Joseph's Degree and PG College, Hyderabad ",Southern ,Telangana,Arts,0,0,7.8,8.2,6.4,8.4,7.5,8,8.1
"Anurag University, Hyderabad ",Southern ,Telangana,Arts,"54,000",0,8.3,8.5,7.5,8.2,8.9,8,8.4
National Academy of Agricultural Research Management ,Southern ,Telangana,Arts,"20,000",0,9.4,9.7,9.4,9.3,9.7,9,9.5
Dr. B.R. Ambedkar Open University ,Southern ,Telangana,Arts,"6,900","5,000",6.7,7.3,5.6,7.8,7.2,5.5,6.8
Maulana Azad National Urdu University ,Southern ,Telangana,Arts,"3,300","4,000",7.8,7,8.3,8.1,8.6,7.1,7.9
Birla Institute of Technology and Science ,Southern ,Telangana,Arts,"1,10,125",0,9,9,8.4,8.8,9.4,9.1,9.4
English and Foreign Languages University ,Southern ,Telangana,Arts,"5,260","9,895",8,9,7.7,8.8,7.8,7,7.7
"AMS College of Teacher Education, Hyderabad ",Southern ,Telangana,Arts,"26,120",0,0,0,0,0,0,0,0
"Mahindra University, Hyderabad ",Southern ,Telangana,Arts,"70,000",0,8.8,9.1,8.6,9,9.1,7.8,8.9
Institute Of Hotel Management Catering Technology & ,Southern ,Telangana,Hotel-management,"1,11,252",0,8.4,8.4,8,8.5,8.4,8.6,8.2
Dr. YSR National Institute of Tourism and ,Southern ,Telangana,Hotel-management,"2,89,000",0,8.5,9.2,7.8,8.5,9,8,8.6
Pioneer Institute of Hotel Management ,Southern ,Telangana,Hotel-management,"80,000",0,8.1,8.3,7.3,8.7,7.7,8,8.3
Indian School of Business Management and Administration ,Southern ,Telangana,Hotel-management,"14,900","14,900",6.9,7.1,6.8,6.8,7.1,6.8,6.7
David Memorial Business School ,Southern ,Telangana,Hotel-management,0,0,7,6.8,6.8,7.3,6.8,6.9,7.3
Integrated Institute of Education Technology ,Southern ,Telangana,Hotel-management,"3,000",0,0,0,0,0,0,0,0
Sun International Institute for Tourism and Management ,Southern ,Telangana,Hotel-management,"1,30,500","1,70,500",7.8,7.7,7.4,7.9,7.6,8.1,8.1
"Risali Institute Of Management, Hyderabad ",Southern ,Telangana,Hotel-management,"1,30,000","1,50,000",0,0,0,0,0,0,0
Leo Academy of Hospitality and Tourism Management ,Southern ,Telangana,Hotel-management,"1,00,000","55,000",0,0,0,0,0,0,0
"Flytech Aviation Academy, Secunderabad ",Southern ,Telangana,Hotel-management,0,0,8.4,8.8,7.8,9.4,8.8,7.8,7.6
Culinary Academy of India ,Southern ,Telangana,Hotel-management,"40,000",0,9.5,9.7,9.2,9.7,9.7,9.7,9.2
"Gesto Culinary & Hospitality Academy, Secunderabad ",Southern ,Telangana,Hotel-management,"2,40,000","1,60,000",9.1,9.3,8.3,0,0,0,0
Indian Institute of Hotel Management and Culinary ,Southern ,Telangana,Hotel-management,"1,25,000",0,8.3,8.4,7.5,8.6,8.2,9.3,7.8
"ROOTS Collegium, Hyderabad ",Southern ,Telangana,Hotel-management,0,0,7,7.5,6.3,7.6,6.7,6.9,7.2
Satavahana University ,Southern ,Telangana,Hotel-management,"20,000",0,8,8.2,7.3,7.9,8.2,8.3,7.9
International Institute of Hotel Management ,Southern ,Telangana,Hotel-management,"1,88,000",0,7.1,7.2,6.6,7.4,6.1,7.7,7.3
Pinnacle Institute of Hotel Management and Catering ,Southern ,Telangana,Hotel-management,"65,000",0,8.6,9.2,6.5,8.9,9,9.4,8.3
"Institute of Hotel Management Shri Shakti- [IHM], ",Southern ,Telangana,Hotel-management,"1,30,000",0,9,9.5,8.8,9,9.5,9.3,8
John Bauer College of Hotel Management and ,Southern ,Telangana,Hotel-management,"85,000",0,0,0,0,0,0,0,0
"Trinity College of Hotel Management, Hyderabad ",Southern ,Telangana,Hotel-management,"1,00,000",0,8.8,8,9,8,9,9,0
State Institute Of Hotel Management ,Southern ,Telangana,Hotel-management,0,0,0,0,0,0,0,0,0
"Greek Wings Institute of Hotel Management, Hyderabad ",Southern ,Telangana,Hotel-management,"60,000","30,000",9.7,0,0,0,0,0,0
"Vainavi Educational Institutions, Hyderabad ",Southern ,Telangana,Hotel-management,"1,00,000","1,00,000",8.5,8,8,0,0,0,0
Aims College Of Hotel Management & Catering ,Southern ,Telangana,Hotel-management,"75,000","65,000",0,0,0,0,0,0,0
"Excellency group of Institutions, Hyderabad ",Southern ,Telangana,Hotel-management,0,0,0,0,0,0,0,0,0
Blooms College of Hotel Management and Catering ,Southern ,Telangana,Hotel-management,"65,000","45,000",0,0,0,0,0,0,0
"Westin College of Hotel Management, Hyderabad ",Southern ,Telangana,Hotel-management,"90,000","60,000",8.9,9.3,8.9,8.9,8.7,8.8,8.9
